id,text,label,severity,obd_code,language
90,Immobilizer/Anti-Theft Failure tomobile ma tebdach daw anti-demarrage dayar la clé ma t3arafch l'alarme tettla3 السيارة لا تشتغل ، ضوء الإيموبلايزر مضيء ، المفتاح غير معروف ، الإنذار يعمل. الأسباب المحتملة: transponder key failed + immobilizer module failed + poor key signal + ECU programming issue + antenna ring failed. voiture ne démarre pas voyant antidémarrage allumé clé non reconnue alarme déclenchée Immobilizer/Anti-Theft Failure P0513,électricité,عالي,P0513,mixed_ar_fr_dz
91,CV Joint Failure sout clic ki tdur rdua ki tet7arrak grease 3al roue el soufflet maqtu3 نقر عند الدوران ، اهتزاز عند التسارع ، شحم على العجل ، جلبة محور مقطوعة. الأسباب المحتملة: CV boot torn allowing grease loss + CV joint worn + impact damage + high mileage. clic en virage vibration à l'accélération graisse sur la roue soufflet de transmission déchiré CV Joint Failure C0400,suspension,عالي,C0400,mixed_ar_fr_dz
92,Ball Joint Failure sout ki tdur la roue tel3ab bezaf el kawetch ma ytahalouch khatar nfsal la roue طرق عند الدوران ، لعب مفرط في العجل ، تآكل غير متساوٍ ، خطر انفصال العجل. الأسباب المحتملة: ball joint boot torn + ball joint worn + impact damage + lubrication failure. cloquement virage jeu excessif roue usure pneu irrégulière danger de séparation roue Ball Joint Failure C0300,suspension,حرج,C0300,mixed_ar_fr_dz
93,Electric Power Steering Failure (EPS) ma fi musa3ada f el volant daw EPS el volant thqil musa3ada merra merra فقدان مساعدة التوجيه الكهربائي ، ضوء EPS ، ثقل التوجيه ، مساعدة متقطعة. الأسباب المحتملة: EPS motor failed + EPS control module failed + torque sensor failed + wiring issue + battery voltage low. assistance direction perdue voyant EPS direction lourde assistance intermittente Electric Power Steering Failure (EPS) C0400,direction,عالي,C0400,mixed_ar_fr_dz
94,Air Filter Clogged el moteur ma ykhdemch mlih dkhane khal lessance ykhlas el filtre wasikh قدرة منخفضة ، دخان أسود ، استهلاك سيء ، فلتر هواء وسخ. الأسباب المحتملة: air filter not replaced + dusty driving conditions + incorrect filter + air box seal missing. puissance réduite fumée noire mauvaise conso filtre à air sale Air Filter Clogged P0171,moteur,منخفض,P0171,mixed_ar_fr_dz
95,Spark Plug Worn el wakfa meshi mlih ma tebdach mlih lessance ykhlas el moteur meshi mlih خمول خشن ، صعوبة الاشتغال ، استهلاك سيء ، فشل الاشتعال. الأسباب المحتملة: spark plug gap too wide + spark plug fouled + spark plug electrode worn + wrong heat range. ralenti rugueux démarrage difficile mauvaise conso ratés allumage Spark Plug Worn P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
96,Heater Core Blocked ma fi dfa f tomobile riha 7elwa goudda el moquette mablla el vitres mda33min لا تدفئة داخل السيارة ، رائحة حلوة ، سجادة مبللة ، ضباب داخلي على الزجاج. الأسباب المحتملة: heater core blocked with scale + heater core leaking + control valve failed + air lock in system. pas de chaleur habitacle odeur sucrée tapis mouillé buée intérieure Heater Core Blocked B1250,refroidissement,متوسط,B1250,mixed_ar_fr_dz
97,Glow Plug Relay Failure (Diesel) ma tebdach b gasoil le voyant réchauffage yerqas dkhane abyad ki tebda daw el moteur صعوبة تشغيل الديزل ، وميض ضوء التسخين ، دخان أبيض عند البدء ، ضوء المحرك. الأسباب المحتملة: glow plug relay failed + glow plug module failed + timer circuit failed + wiring issue. démarrage diesel difficile voyant préchauffage clignote fumée blanche démarrage voyant moteur Glow Plug Relay Failure (Diesel) P0380,électricité,متوسط,P0380,mixed_ar_fr_dz
98,Strut Mount Failure sout men el amortisseur rdua f el volant el kawetch ma ytahalouch sout ki tdur طرق من التعليق ، اهتزاز في التوجيه ، محاذاة سيئة ، صوت طقطقة عند الدوران. الأسباب المحتملة: strut mount bearing worn + mount rubber cracked + mount bolt loose + strut top nut loose. cognement suspension vibration direction mauvais alignement craquement en tournant Strut Mount Failure C0196,suspension,متوسط,C0196,mixed_ar_fr_dz
99,Fuel Tank Contamination el moteur ma ykhdemch b3ad ma t3abat el filtre yensadd merra merra les injecteurs yekhlu la pompe tatkhsar فشل اشتعال بعد التعبئة ، انسداد متكرر للفلتر ، فشل الحاقنات ، تلف مضخة الوقود. الأسباب المحتملة: water in fuel + wrong fuel added + diesel in petrol or vice versa + algae growth in tank + rust in tank. ratés après plein filtre bouchage répété injecteurs défaillants pompe abîmée Fuel Tank Contamination P0087,carburant,عالي,P0087,mixed_ar_fr_dz
100,Serpentine Belt Failure sout soufla daw la batterie el volant twaqef la clim twaqfet el ma7raka 7anna صفير ، ضوء البطارية ، فقدان التوجيه ، توقف التكييف ، ارتفاع الحرارة. الأسباب المحتملة: belt worn and cracked + belt tensioner failed + idler pulley seized + belt contaminated with oil + belt too long/short. sifflement voyant batterie direction perdue AC arrêté surchauffe Serpentine Belt Failure P0620,moteur,حرج,P0620,mixed_ar_fr_dz
101,Oil Sump Leak zit ta7at tomobile daw el zit rihet zit 7areq zit 3al echappement بركة زيت تحت السيارة ، تحذير ضغط الزيت ، رائحة حرق زيت ، زيت على العادم. الأسباب المحتملة: sump gasket failed + drain plug loose or cross-threaded + sump cracked from impact + oil return line blocked. flaque huile sous voiture voyant pression huile odeur huile brûlée huile sur échappement Oil Sump Leak P0523,moteur,عالي,P0523,mixed_ar_fr_dz
102,ABS Pump Motor Failure daw ABS ABS ma ykhdemch el frana yNBuD ghlat traction control waqef ضوء ABS ، ABS لا يعمل ، نبض غير طبيعي للدواسة ، إيقاف التحكم بالجر. الأسباب المحتملة: ABS pump motor burned + ABS module failed + hydraulic unit blocked + motor brushes worn. voyant ABS ABS inopérant pédale anormale antipatinage désactivé ABS Pump Motor Failure C0051,électricité,عالي,C0051,mixed_ar_fr_dz
103,Flex Pipe Crack l'echappement ye3yat dkhane f tomobile sout ta7at tomobile control ma yn7ch صوت عادم عالٍ ، أدخنة العادم داخل السيارة ، طرقعة تحت السيارة ، فشل اختبار الانبعاثات. الأسباب المحتملة: flex pipe cracked from vibration + gasket failed at flex pipe + flex pipe corroded + excessive engine movement. bruit fort échappement fumées dans habitacle cliquetis sous voiture contrôle technique raté Flex Pipe Crack P0420,échappement,متوسط,P0420,mixed_ar_fr_dz
104,Charcoal Canister Failure daw el moteur rihet lessance ma ttnaja3ch tchargi code EVAP ضوء المحرك ، رائحة وقود ، صعوبة ملء الخزان ، كود EVAP. الأسباب المحتملة: canister cracked + purge valve stuck + canister saturated + vent valve blocked. voyant moteur odeur essence remplissage difficile code EVAP Charcoal Canister Failure P0443,carburant,منخفض,P0443,mixed_ar_fr_dz
105,Drive Shaft Vibration rdua f la grande vitesse rdua ki tet7arrak rdua f el tros rdua men ta7t اهتزاز بالسرعة العالية ، اهتزاز عند التسارع ، اهتزاز أشد عند التعشيق ، ارتجاف من الأسفل. الأسباب المحتملة: drive shaft balance lost + universal joint worn + centre bearing worn + CV joint worn + shaft bent. vibration grande vitesse vibration à l'accélération vibration pire en prise frémissement dessous Drive Shaft Vibration C0300,transmission,عالي,C0300,mixed_ar_fr_dz
106,Fuel System Vapor Lock tomobile twaqef f el 7ar ma tebdach ki 7anna khsara f el qowa f jal bouillons f el tuyau ta lessance توقف في الطقس الحار ، صعوبة الاشتغال حين الحرارة ، فقدان مفاجئ للقدرة ، فقاعات في خط الوقود. الأسباب المحتملة: fuel line too close to exhaust + fuel pump failing + return line blocked + fuel boiling in line. calage par temps chaud redémarrage difficile chaud perte puissance soudaine bulles dans ligne carburant Fuel System Vapor Lock P0087,moteur,متوسط,P0087,mixed_ar_fr_dz
107,Power Steering Rack End Failure sout clic f el direction el volant rayeg el volant yrdua f la vitesse el volant yel3ab نقر من التوجيه ، إحساس بالخمول في التوجيه ، تذبذب بالسرعة ، لعب في المقود. الأسباب المحتملة: rack end worn + inner tie rod worn + rack mounting loose + steering column coupling worn. clic de direction direction vague shimmy à vitesse jeu dans le volant Power Steering Rack End Failure C0460,suspension,عالي,C0460,mixed_ar_fr_dz
108,Cracked Engine Block el zit w el maya mkhaltatin el ma7raka 7anna bezaf bezaf dkhane abyad maya tnzel f bara خلط سائل التبريد بالزيت ، ارتفاع حاد للحرارة ، دخان أبيض ، تسرب خارجي للسائل. الأسباب المحتملة: severe overheating crack + freeze damage + manufacturing defect + impact damage + age and corrosion. mélange liquide/huile surchauffe sévère fumée blanche fuite externe liquide Cracked Engine Block P0217,moteur,حرج,P0217,mixed_ar_fr_dz
109,Evaporator Leak la clim ma tbardach b3ad ma charginaha el gaz ynzel riha 7elwa men les bouches la clim meshi barda meziane التكييف دافئ بعد الشحن ، فقدان الغاز ، رائحة حلوة من فتحات الهواء ، التكييف غير بارد بما يكفي. الأسباب المحتملة: evaporator corroded + evaporator fin punctured + O-ring leak + drain tube causing corrosion. AC chaud après recharge perte réfrigérant odeur sucrée des bouches AC insuffisamment froid Evaporator Leak B1430,climatisation,متوسط,B1430,mixed_ar_fr_dz
110,Positive Crankcase Ventilation Blockage el zit ynzel men les joints el wakfa meshi mlih dkhane men el bouchon ta zit pressions el zit 3ali تسرب زيت من الجوانات ، خمول خشن ، دخان من سدادة الزيت ، ارتفاع ضغط الزيت. الأسباب المحتملة: PCV hose blocked + PCV valve stuck + sludge buildup blocking passages + oil separator clogged. fuites huile joints ralenti rugueux fumée bouchon huile pression huile élevée Positive Crankcase Ventilation Blockage P0101,moteur,متوسط,P0101,mixed_ar_fr_dz
111,Electronic Brake Force Distribution Failure daw EBD les roues derriere yetqafo el frana meshi drusta ABS ykhdem bla lazem ضوء EBD ، قفل العجلات الخلفية ، عدم استقرار الفرملة ، تفعيل ABS بدون سبب. الأسباب المحتملة: wheel speed sensor failed + EBD module failed + brake fluid low + hydraulic unit fault. voyant EBD roues arrière qui bloquent instabilité freinage ABS s'active inutilement Electronic Brake Force Distribution Failure C0040,freinage,عالي,C0040,mixed_ar_fr_dz
112,4WD/AWD System Failure 4x4 ma ykhdemch daw AWD sout f la boite de transfert tomobile tetqayad ki tdur الدفع الرباعي لا يشتغل ، ضوء تحذير AWD ، صوت علبة النقل ، تقييد في الدوران. الأسباب المحتملة: transfer case motor failed + 4WD module failed + front differential failed + actuator failed + viscous coupling failed. 4x4 ne s'enclenche pas voyant AWD bruit boîte de transfert grippage en virage AWD 4WD/AWD System Failure C0387,transmission,عالي,C0387,mixed_ar_fr_dz
113,Diesel Particulate Filter (DPF) Regeneration Failure daw DPF dwem tomobile ma tkhdemch mlih bezaf gasoil dejma fel trajets cousins ضوء DPF مستمر ، وضع الطوارئ ، استهلاك وقود مفرط ، رحلات قصيرة فقط. الأسباب المحتملة: too many short journeys + faulty exhaust temperature sensor + EGR stuck open + fuel additive absent. voyant FAP constant mode dégradé surconsommation trajets courts uniquement Diesel Particulate Filter (DPF) Regeneration Failure P2002,moteur,عالي,P2002,mixed_ar_fr_dz
114,Cold Start Enrichment Failure ma tebdach mlih ki barda twaqef ki barda el moteur ma ykhdemch ki barda yakhud waqt yedfa بدء بارد خشن ، توقف عند البرودة ، فشل اشتعال عند البرودة ، بطء الاحترار. الأسباب المحتملة: coolant temperature sensor failed + injector cold start failed + ECU calibration issue + fuel pressure low when cold. démarrage froid rugueux calage au froid ratés au froid long à chauffer Cold Start Enrichment Failure P0170,moteur,متوسط,P0170,mixed_ar_fr_dz
115,Rear Axle Bearing Failure sout men derriere el sout yetbadal m3a la vitesse rdua f el arriere sout el belyye طنين من الخلف ، الصوت يتغير مع السرعة ، اهتزاز خلفي ، عواء المحمل. الأسباب المحتملة: bearing worn from high mileage + bearing seal failed + impact damage + insufficient lubrication + axle overloaded. bourdonnement arrière bruit change avec vitesse vibration arrière hurlement roulement Rear Axle Bearing Failure C0045,suspension,عالي,C0045,mixed_ar_fr_dz
116,Exhaust Gas Recirculation Cooler Failure dkhane abyad men l'echappement el maya tnqas bla ma nrofou fuite el ma7raka 7anna code EGR دخان أبيض من العادم ، فقدان سائل دون تسرب مرئي ، ارتفاع الحرارة ، كود EGR. الأسباب المحتملة: EGR cooler cracked internally + coolant leaking into exhaust + cooler blockage + gasket failed. fumée blanche échappement perte liquide sans fuite visible surchauffe code EGR Exhaust Gas Recirculation Cooler Failure P0401,moteur,عالي,P0401,mixed_ar_fr_dz
117,Throttle Position Sensor Failure el moteur yet3ater ki tet7arrak el wakfa ma testa9arsh tomobile ma tkhdemch mlih el gaz ma ykhdemch mlih تردد عند التسارع ، تصيد عند الخمول ، وضع الطوارئ ، استجابة ضعيفة لدواسة الوقود. الأسباب المحتملة: TPS sensor worn + sensor wiring damaged + throttle body dirty + connector corrosion. hésitation à l'accélération ralenti qui chasse mode dégradé mauvaise réponse accélérateur Throttle Position Sensor Failure P0120,électricité,عالي,P0120,mixed_ar_fr_dz
118,Camshaft Oil Seal Leak zit 3al ceinture ta l'allumage rihet zit 7areq f el qdam zit ynzel f el qdam el ceinture mewassekha زيت على حزام التوقيت ، رائحة حرق من الأمام ، تسرب زيت أمام المحرك ، تلوث حزام التوقيت. الأسباب المحتملة: camshaft seal worn + seal hardened from age + seal pushed out by pressure. huile sur courroie odeur huile brûlée avant fuite huile avant moteur courroie de distribution contaminée Camshaft Oil Seal Leak P0010,moteur,متوسط,P0010,mixed_ar_fr_dz
119,Anti-Lock Brake Wheel Speed Sensor Contamination ABS ykhdem bla lazem daw ABS traction control ma ykhdemch ESP ma ykhdemch تفعيل ABS دون حاجة ، ضوء ABS ، مشاكل التحكم بالجر ، عطل ESP. الأسباب المحتملة: sensor contaminated with metallic debris + tone ring damaged + sensor gap incorrect + sensor wiring rubbing. ABS s'active inutilement voyant ABS problèmes antipatinage défaut ESP Anti-Lock Brake Wheel Speed Sensor Contamination C0035,freinage,متوسط,C0035,mixed_ar_fr_dz
120,Fuel Return Line Blockage ma tebdach ki 7anna les injecteurs yetqaw bezaf lessance dkhane khal صعوبة الاشتغال حين الحرارة ، فيضان الحاقنات ، استهلاك وقود مرتفع جداً ، دخان أسود. الأسباب المحتملة: return line kinked + return line blocked with debris + check valve in tank failed + tank vent blocked. démarrage difficile chaud noyage injecteurs surconsommation fumée noire Fuel Return Line Blockage P0087,moteur,عالي,P0087,mixed_ar_fr_dz
121,Mass Air Flow Sensor Dirty el wakfa meshi mlih lessance ykhlas bezaf el moteur yet3ater tomobile twaqef خمول خشن ، استهلاك سيء ، تردد ، توقف المحرك. الأسباب المحتملة: MAF sensor contaminated with oil + dirty air filter allowing dirt through + sensor element damaged + wiring issue. ralenti rugueux mauvaise conso hésitation calage Mass Air Flow Sensor Dirty P0102,électricité,متوسط,P0102,mixed_ar_fr_dz
122,Expansion Tank Failure el maya tnqas bouchon ma yehbsach el maya tfermes el soupape ma tkhdemch انخفاض مستوى السائل ، فقدان ضغط الغطاء ، تسرب سائل التبريد ، تعطل صمام الأمان. الأسباب المحتملة: expansion tank cracked + cap pressure rating wrong + tank nipple cracked + coolant boiling over. niveau liquide baisse perte pression bouchon débordement liquide soupape bloquée Expansion Tank Failure P0217,refroidissement,متوسط,P0217,mixed_ar_fr_dz
123,Variable Displacement Oil Pump Failure daw el zit khatar el moteur ytkhasar sout f el moteur pressions el zit wahda تحذير انخفاض ضغط الزيت ، خطر تلف المحرك ، صوت طق ، ضغط زيت منخفض. الأسباب المحتملة: oil pump vane worn + pressure relief valve stuck open + pump inlet screen blocked + oil viscosity wrong. alerte basse pression huile risque casse moteur claquement manomètre huile bas Variable Displacement Oil Pump Failure P0521,moteur,حرج,P0521,mixed_ar_fr_dz
124,Gear Selector Failure ma yetqdarsh ytkhtar el tros el indicateur ghlat tomobile qei3a f tros wa7ed el tros ma ydkhlouch عدم القدرة على اختيار التروس ، مؤشر التروس خاطئ ، السيارة عالقة في ترس ، صعوبة الاختيار. الأسباب المحتملة: gear selector cable broken + selector linkage worn + park/neutral switch failed + gear shift module failed. impossible sélectionner vitesse indicateur incorrect voiture bloquée en vitesse sélection difficile Gear Selector Failure P0706,transmission,متوسط,P0706,mixed_ar_fr_dz
125,Piston Ring Failure dkhane azraq men l'echappement el zit ykhlas bezaf compression wahda el moteur dwa3if دخان أزرق من العادم ، استهلاك زيت عالٍ ، ضغط منخفض ، فقدان قدرة المحرك. الأسباب المحتملة: rings worn from high mileage + rings seized from poor oil changes + carbon buildup on rings + engine overheating damage. fumée bleue échappement haute conso huile compression faible perte puissance moteur Piston Ring Failure P0300,moteur,حرج,P0300,mixed_ar_fr_dz
126,Timing Chain Rattle sout f el moteur ki tebda clic ki tebda sout el jnezir صوت طقطقة عند التشغيل طرقعة في المحرك صوت سلسلة التوقيت cliquetis au démarrage bruit chaîne distribution claquement moteur froid Timing Chain Rattle P0016,moteur,عالي,P0016,mixed_ar_fr_dz
127,Engine Oil Sludge el moteur ydoq el zit noire bezaf tokhir f changement zit دق في المحرك الزيت أسود جداً تأخر تغيير الزيت moteur qui claque huile très noire entretien négligé Engine Oil Sludge P0520,moteur,عالي,P0520,mixed_ar_fr_dz
128,Cylinder Head Crack dkhane abyad+maya f zit el moteur ma ykhdemch mlih دخان أبيض مع ماء في الزيت المحرك لا يعمل بشكل صحيح fumée blanche + eau dans huile moteur irrégulier Cylinder Head Crack P0300,moteur,حرج,P0300,mixed_ar_fr_dz
129,Piston Slap Noise sout f el moteur ki barda yetla3 ba3d ki iskhane صوت في المحرك عند البرودة يختفي بعد الإحماء bruit piston froid qui disparaît chaud Piston Slap Noise P0300,moteur,عالي,P0300,mixed_ar_fr_dz
130,Blown Intake Manifold Gasket el moteur yakhud l'air men barra el wakfa meshi mlih المحرك يسحب هواء من الخارج خمول غير منتظم fuite d'air admission ralenti instable consommation élevée Blown Intake Manifold Gasket P0171,moteur,متوسط,P0171,mixed_ar_fr_dz
131,Fuel Injector Clogged el moteur yqsef rdua f el moteur ma ykhdemch mlih المحرك يتعثر اهتزاز في المحرك لا يعمل بشكل صحيح ratés allumage vibration moteur marche irrégulière Fuel Injector Clogged P0204,carburant,عالي,P0204,mixed_ar_fr_dz
132,Fuel Filler Neck Rust rihet lessance ki techargi daw el moteur ba3d tanwi رائحة وقود عند التعبئة ضوء المحرك بعد التعبئة odeur essence lors du plein voyant moteur post remplissage Fuel Filler Neck Rust P0457,carburant,متوسط,P0457,mixed_ar_fr_dz
133,Weak Fuel Pump Pressure el moteur ykhnek f les montées ma ykhdemch ki shun المحرك يخنق في المنحدرات لا يعمل جيداً في الشمس moteur en difficulté en côte problème chaleur Weak Fuel Pump Pressure P0087,carburant,عالي,P0087,mixed_ar_fr_dz
134,Faulty Ground Connection mushkilat kahrabiya mkhtalfa el scanner ma ykhdemch مشاكل كهربائية متعددة الماسح لا يتواصل problèmes électriques multiples scanner sans communication Faulty Ground Connection U0100,électricité,عالي,U0100,mixed_ar_fr_dz
135,CAN Bus Communication Error bezaf voyants el scanner ma yaqrach kol 7aja waqfet أضواء تحذير متعددة الماسح لا يقرأ توقف كل الأنظمة multiples voyants pas de communication OBD défaillance multiple CAN Bus Communication Error U0001,électricité,عالي,U0001,mixed_ar_fr_dz
136,Damaged Crankshaft Reluctor Ring el moteur ma yebdach yebda w twaqef المحرك لا يشتغل يبدأ ثم يتوقف moteur ne démarre pas démarre et cale Damaged Crankshaft Reluctor Ring P0335,électricité,حرج,P0335,mixed_ar_fr_dz
137,Leaking Coolant Reservoir Cap maya tnzel men el bouchon el ma7raka 7anna ahwayya تسرب الماء من الغطاء حرارة خفيفة fuite vase expansion légère surchauffe Leaking Coolant Reservoir Cap P0217,refroidissement,متوسط,P0217,mixed_ar_fr_dz
138,Air Lock in Cooling System el ma7raka 7anna w barda le chauffage mashi mlih حرارة متقلبة التدفئة لا تعمل بشكل منتظم température irrégulière chauffage intermittent Air Lock in Cooling System P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
139,Brake Fluid Contaminated el frana meshi mlih el frana tella3 f el bas الفرامل لا تعمل بشكل صحيح الدواسة ترتفع مع التوقف freinage insuffisant pédale qui remonte Brake Fluid Contaminated C0241,freinage,عالي,C0241,mixed_ar_fr_dz
140,Rear Drum Brake Adjustment el frana derriere mashi mlih toul el freinaj الفرامل الخلفية لا تعمل بشكل صحيح مسافة التوقف طويلة frein arrière insuffisant distance freinage longue Rear Drum Brake Adjustment C0110,freinage,متوسط,C0110,mixed_ar_fr_dz
141,Worn Sway Bar Bushings sout f el trous tomobile ma drusta صوت في المطبات عدم استقرار السيارة bruit sur bosses instabilité véhicule Worn Sway Bar Bushings C0250,suspension,متوسط,C0250,mixed_ar_fr_dz
142,Broken Rear Spring derriere tomobile 7ane sout ki twaqef 3al trous خلفية السيارة منخفضة صوت عند الوقوف على المطبات arrière voiture abaissé bruit à l'arrêt Broken Rear Spring C0196,suspension,عالي,C0196,mixed_ar_fr_dz
143,Clutch Release Bearing Noise sout ki toghat el debrayage clic f la pedale صوت عند الضغط على الكلاتش نقر في الدواسة bruit à l'appui pédale embrayage clic pédale Clutch Release Bearing Noise P0810,transmission,متوسط,P0810,mixed_ar_fr_dz
144,Gearbox Synchromesh Failure tros ma ydkhlouch mlih sout ki tbeddel tros صعوبة إدخال التروس صوت عند تغيير السرعة difficulté passage vitesse bruit en changeant Gearbox Synchromesh Failure P0730,transmission,عالي,P0730,mixed_ar_fr_dz
145,EGR Cooler Cracked dkhane abyad men l'echappement maya f zit دخان أبيض من العادم ماء في الزيت fumée blanche échappement eau dans huile EGR Cooler Cracked P0401,échappement,عالي,P0401,mixed_ar_fr_dz
146,Oxygen Sensor Downstream Failure daw el moteur control ma yn7ch ضوء المحرك رسوب في اختبار الانبعاثات voyant moteur contrôle technique raté Oxygen Sensor Downstream Failure P0141,échappement,متوسط,P0141,mixed_ar_fr_dz
147,Loose Steering Wheel el volant yel3ab el tomobile ma tkhdemch mlih f tariq المقود رخو السيارة لا تسلك بشكل صحيح volant avec du jeu mauvaise tenue de route Loose Steering Wheel C0750,direction,عالي,C0750,mixed_ar_fr_dz
148,Power Steering Fluid Leak from Hose zit el direction ynzel el volant thqil ahwayya تسرب زيت التوجيه ثقل خفيف في المقود fuite huile direction direction légèrement lourde Power Steering Fluid Leak from Hose C0040,direction,متوسط,C0040,mixed_ar_fr_dz
149,AC Blower Motor Failure el hawiya ma tkhrojch la clim ma tbardach rajel لا هواء يخرج التكييف لا يبرد بشكل كافٍ pas de débit air clim insuffisante AC Blower Motor Failure B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
150,AC Pressure Switch Failure la clim tweqef w tebda el compresseur ma ydurach dwem التكييف يقطع ويوصل الضاغط لا يدور باستمرار clim intermittente compresseur cycling AC Pressure Switch Failure B1420,climatisation,متوسط,B1420,mixed_ar_fr_dz
151,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
152,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
153,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
154,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
155,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
156,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
157,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
158,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
159,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
160,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
161,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
162,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
163,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
164,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
165,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
166,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
167,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
168,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
169,Abnormal Engine Noise at High RPM sout f el moteur f la grande vitesse el moteur ydoq ki tet7arrak صوت في المحرك بالسرعة العالية دق عند التحريك bruit moteur à régime élevé claquement accélération Abnormal Engine Noise at High RPM P0300,moteur,عالي,P0300,mixed_ar_fr_dz
